name,year,selling_price,km_driven,fuel,transmission
Mahindra Bolero 2011-2019 SLX 2WD BSIII,2014,500000,90000,Diesel,Manual
Tata Tiago 1.2 Revotron XT,2017,475000,20000,Petrol,Manual
Nissan Terrano XL D Option,2018,850000,48000,Diesel,Manual
Mahindra Scorpio 2006-2009 VLX 2WD 7 Str BSIII,2009,475000,120000,Diesel,Manual
Maruti Swift Dzire Ldi BSIV,2012,370000,210000,Diesel,Manual
Hyundai i10 Magna 1.1L,2010,187000,200400,Petrol,Manual
Hyundai i10 Magna,2008,195000,110000,Petrol,Manual
Tata Safari DICOR 2.2 LX 4x2,2014,459999,38000,Diesel,Manual
Toyota Corolla AE,2004,135000,90000,Petrol,Manual
Maruti Ertiga SHVS ZDI Plus,2017,850000,43000,Diesel,Manual
Hyundai Santro Asta BSIV,2018,500000,25000,Petrol,Manual
Maruti Wagon R VXI BS IV,2016,385000,26000,Petrol,Manual
Hyundai Verna CRDi SX,2006,135000,120000,Diesel,Manual
Maruti Alto LXi,2008,120000,70000,Petrol,Manual
Honda Accord VTi-L MT,2006,200000,60000,Petrol,Manual
Tata New Safari 3L Dicor LX 4x2,2007,200000,120000,Diesel,Manual
Maruti Ciaz ZXi,2016,700000,20000,Petrol,Manual
Tata Indigo CR4,2013,290000,25000,Diesel,Manual
Maruti Swift Dzire ZDI Plus,2017,725000,60000,Diesel,Manual
Tata Sumo EX 10/7 Str BSIII,2008,200000,80000,Diesel,Manual
Maruti Omni E MPI STD BS IV,2014,155000,80000,Petrol,Manual
Honda Amaze S i-VTEC,2019,690000,1303,Petrol,Manual
Audi Q5 35TDI Premium Plus,2018,3975000,31800,Diesel,Automatic
Lexus ES 300h,2019,5150000,20000,Petrol,Automatic
Jaguar XF 2.0 Diesel Portfolio,2017,3200000,45000,Diesel,Automatic
Jeep Wrangler 2016-2019 3.6 4X4,2017,4100000,17000,Petrol,Automatic
Toyota Camry 2.5 Hybrid,2016,2000000,68089,Petrol,Automatic
Honda Jazz VX,2016,550000,56494,Petrol,Manual
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,750000,79328,Diesel,Manual
BMW X4 M Sport X xDrive20d,2019,5400000,7500,Diesel,Automatic
BMW X4 M Sport X xDrive20d,2019,5500000,8500,Diesel,Automatic
Honda Amaze V CVT Petrol BSIV,2019,779000,7032,Petrol,Automatic
Volvo V40 D3 R-Design,2018,2475000,2000,Diesel,Automatic
Mercedes-Benz E-Class Exclusive E 200 BSIV,2019,5200000,17000,Petrol,Automatic
Land Rover Discovery Sport TD4 SE,2019,4500000,21000,Diesel,Automatic
Mercedes-Benz S-Class S 350 CDI,2017,6000000,37000,Diesel,Automatic
BMW 5 Series 520d Sport Line,2018,4000000,10000,Diesel,Automatic
Hyundai Venue SX Plus Turbo DCT BSIV,2019,1125000,3500,Petrol,Automatic
Audi A4 35 TDI Premium Plus,2016,1898999,46000,Diesel,Automatic
Honda CR-V 2.4L 4WD AT AVN,2017,1650000,52000,Petrol,Automatic
Maruti Swift VXI,2011,280000,20000,Petrol,Manual
Tata Tigor 1.2 Revotron XE,2019,450000,25000,Petrol,Manual
Maruti Esteem LX - BSIII,2006,135000,70000,Petrol,Manual
Mahindra XUV500 W4,2014,650000,40000,Diesel,Manual
Maruti Baleno Delta,2020,650000,7300,Petrol,Manual
Maruti Ciaz 1.3 Sigma,2018,750000,25000,Diesel,Manual
Maruti Alto LXi,2010,150000,100000,Petrol,Manual
Mahindra KUV 100 mFALCON D75 K8,2017,500000,35000,Diesel,Manual
Toyota Etios GD,2012,311000,100000,Diesel,Manual
Hyundai Verna 1.6 SX,2013,425000,80000,Diesel,Manual
Hyundai i10 Magna,2010,260000,60000,Petrol,Manual
Volkswagen Polo 1.5 TDI Highline,2014,400000,110000,Diesel,Manual
Hyundai i20 2015-2017 Magna 1.4 CRDi,2017,575000,70000,Diesel,Manual
Hyundai Santro Xing GL,2008,175000,40000,Petrol,Manual
Maruti SX4 Green Vxi (CNG),2010,250000,90000,CNG,Manual
Volkswagen Polo GT TDI,2012,400000,95000,Diesel,Manual
Mahindra Bolero SLX 2WD BSIII,2011,350000,200000,Diesel,Manual
Maruti Swift VDI BSIV,2015,484999,30000,Diesel,Manual
Maruti Swift VDI BSIV,2015,484999,30000,Diesel,Manual
Volkswagen CrossPolo 1.5 TDI,2013,350000,70000,Diesel,Manual
Toyota Fortuner 4x2 AT TRD Sportivo,2014,1400000,80000,Diesel,Automatic
Maruti Swift Dzire VDi,2012,250000,100000,Diesel,Manual
Maruti Swift Dzire ZDI Plus,2017,655000,70000,Diesel,Manual
Honda Jazz 1.5 V i DTEC,2016,500000,30000,Diesel,Manual
Chevrolet Beat LS,2016,300000,15000,Petrol,Manual
Ford Figo Aspire 1.5 TDCi Titanium,2018,650000,21000,Diesel,Manual
Maruti Wagon R VXI 1.2,2014,300000,35000,Petrol,Manual
Honda Jazz 1.2 VX i VTEC,2016,475000,25000,Petrol,Manual
Tata Tiago 1.2 Revotron XZ WO Alloy,2017,450000,30000,Petrol,Manual
Maruti Swift Dzire VDI,2019,754000,10000,Diesel,Manual
Hyundai i10 Sportz,2013,300000,40000,Petrol,Manual
Hyundai EON Magna Plus,2014,250000,25000,Petrol,Manual
Maruti Swift Dzire VDI,2018,725000,15000,Diesel,Manual
Maruti Alto LXi,2008,95000,70000,Petrol,Manual
Hyundai Santro Sportz BSIV,2018,475000,7800,Petrol,Manual
Tata Safari Storme LX,2014,575000,55000,Diesel,Manual
Tata Tiago 1.2 Revotron XT,2016,350000,30000,Petrol,Manual
Mahindra Bolero 2011-2019 SLX,2013,330000,125000,Diesel,Manual
Maruti Swift VXI Deca,2016,482000,50000,Petrol,Manual
Ford EcoSport 1.5 TDCi Ambiente BSIV,2017,625000,40000,Diesel,Manual
Tata Tiago 1.2 Revotron XM Option,2017,380000,30000,Petrol,Manual
Chevrolet Beat LT,2016,310000,30000,Petrol,Manual
Maruti Swift Dzire VXi,2009,280000,35000,Petrol,Manual
Renault Duster Petrol RXS CVT,2018,900000,30000,Petrol,Automatic
Maruti Wagon R VXI Minor,2010,250000,60000,Petrol,Manual
Hyundai Verna 1.6 VTVT S,2017,750000,39000,Petrol,Manual
Renault KWID 1.0 RXT Optional,2019,420000,15000,Petrol,Manual
Honda Amaze S Petrol BSIV,2019,670000,5000,Petrol,Manual
Hyundai i10 Magna 1.1L,2016,420000,9750,Petrol,Manual
Toyota Innova Crysta 2.4 ZX MT BSIV,2016,1800000,110000,Diesel,Manual
Honda WR-V i-VTEC VX,2018,900000,35000,Petrol,Manual
Mahindra XUV500 W6 2WD,2015,1200000,10000,Diesel,Manual
Mahindra Scorpio 2.6 SLX Turbo 7 Seater,2003,195000,157138,Diesel,Manual
Hyundai Verna CRDi,2007,185000,120000,Diesel,Manual
Hyundai i10 Magna 1.1L,2008,185000,110000,Petrol,Manual
Mahindra XUV500 W9 BSIV,2018,1525000,46000,Diesel,Manual
Maruti Swift VXI BSIII W/ ABS,2006,215000,102000,Petrol,Manual
Maruti Alto 800 Base,2015,210000,50000,Petrol,Manual
Toyota Innova Crysta 2.4 VX MT BSIV,2016,1700000,110000,Diesel,Manual
Maruti Omni LPG STD BSIV,1991,55000,120000,LPG,Manual
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,2009,530000,285000,Diesel,Manual
Honda City i VTEC VX Option,2015,800000,50000,Petrol,Manual
Maruti Swift VDI BSIV,2014,570000,70000,Diesel,Manual
Maruti SX4 VDI,2012,350000,120000,Diesel,Manual
Hyundai i20 1.4 CRDi Magna,2011,350000,93000,Diesel,Manual
Mahindra Bolero Power Plus SLX,2018,750000,50000,Diesel,Manual
Maruti Eeco 7 Seater Standard BSIV,2011,160000,100000,Petrol,Manual
Tata Indigo CS LS DiCOR,2010,150000,70000,Diesel,Manual
Maruti Swift VDI BSIV,2008,250000,90000,Diesel,Manual
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2019,562000,5000,Petrol,Manual
Hyundai i10 Magna,2012,290000,27000,Petrol,Manual
Mahindra XUV500 W6 2WD,2014,600000,122000,Diesel,Manual
Hyundai Xcent 1.1 CRDi S,2015,401000,74000,Diesel,Manual
Maruti Swift Dzire AMT ZXI Plus,2019,750000,6500,Petrol,Automatic
Mahindra Bolero SLX,2007,240000,80000,Diesel,Manual
Maruti Alto K10 2010-2014 VXI,2012,229999,50000,Petrol,Manual
Mahindra Bolero 2011-2019 ZLX,2013,500000,50000,Diesel,Manual
Maruti Gypsy King ST BSIII,2010,350000,80000,Petrol,Manual
Datsun RediGO T Option,2018,217000,25000,Petrol,Manual
Nissan Sunny XL D,2018,670000,35000,Diesel,Manual
Maruti Alto K10 2010-2014 VXI,2011,225000,30000,Petrol,Manual
Maruti Vitara Brezza ZXI Plus AT Dual Tone,2020,737000,10000,Petrol,Automatic
Maruti Celerio LXI,2014,300000,80000,Petrol,Manual
Tata Indigo LX,2008,85000,120000,Diesel,Manual
Hyundai Verna Transform VGT CRDi,2010,195000,120000,Diesel,Manual
Honda WR-V i-DTEC S,2017,675000,127991,Diesel,Manual
Mitsubishi Lancer 2.0 GLd,1999,150000,198000,Diesel,Manual
Tata Indigo eCS GLX,2010,290000,65000,Petrol,Manual
Maruti Esteem Lxi,2002,95000,90000,Petrol,Manual
Maruti Ciaz 1.3 Zeta,2018,889000,20000,Diesel,Manual
Volkswagen Ameo 1.2 MPI Comfortline,2016,400000,60000,Petrol,Manual
Renault KWID RXT Optional,2018,390000,13120,Petrol,Manual
Jeep Compass 2.0 Longitude BSIV,2017,1550000,87500,Diesel,Manual
Hyundai Verna 1.6 SX CRDi (O),2014,600000,125000,Diesel,Manual
Hyundai Elite i20 Asta Option CVT BSIV,2018,800000,25000,Petrol,Automatic
Maruti Ertiga ZDI,2013,600000,120000,Diesel,Manual
Hyundai Verna 1.6 VTVT SX,2015,795000,35000,Petrol,Manual
Hyundai i20 Asta Option 1.4 CRDi,2016,735000,25000,Diesel,Manual
Skoda Octavia L and K 1.9 TDI MT,2005,250000,120000,Diesel,Manual
Renault KWID AMT,2018,400000,25000,Petrol,Automatic
Mahindra Xylo D2 BSIV,2014,395000,140000,Diesel,Manual
Hyundai Accent CRDi,2005,130000,79000,Diesel,Manual
Renault Lodgy 85PS RxE,2015,600000,125000,Diesel,Manual
Hyundai i20 Active 1.4 SX,2016,720000,80000,Diesel,Manual
Honda City S,2011,450000,110000,Petrol,Manual
Hyundai Verna Transform SX VGT CRDi,2010,220000,80000,Diesel,Manual
Hyundai Verna 1.6 SX,2014,545000,100000,Diesel,Manual
Volkswagen Vento Diesel Highline,2011,370000,100000,Diesel,Manual
Mahindra Bolero LX Non AC BSIII,2010,450000,78000,Diesel,Manual
Hyundai i20 Petrol CVT Asta,2018,750000,15000,Petrol,Automatic
Mahindra Scorpio S10 7 Seater,2015,1100000,70000,Diesel,Manual
Maruti Baleno Alpha 1.2,2019,711000,5000,Petrol,Manual
Maruti Alto K10 VXI,2016,285000,75000,Petrol,Manual
Maruti Baleno Alpha,2020,749000,5500,Petrol,Manual
Renault Duster 110PS Diesel RxL,2016,550000,80000,Diesel,Manual
Maruti Swift Dzire VDi,2010,300000,120000,Diesel,Manual
Maruti Baleno Sigma 1.3,2017,625000,70000,Diesel,Manual
Hyundai i20 Active 1.2 SX,2017,650000,80000,Petrol,Manual
Hyundai Verna 1.6 SX CRDi (O),2014,575000,120000,Diesel,Manual
Maruti Swift Dzire VDI,2016,631000,75000,Diesel,Manual
Hyundai Verna Transform VGT CRDi,2010,220000,80000,Diesel,Manual
Tata Tigor 1.2 Revotron XZ Option,2017,600000,40000,Petrol,Manual
Mahindra Jeep CL 500 MDI,1997,160000,100000,Diesel,Manual
Ford Fiesta Diesel Style,2012,390000,120000,Diesel,Manual
Mahindra Scorpio 2.6 Turbo 7 Str,2007,375000,110000,Diesel,Manual
Hyundai i20 Asta 1.4 CRDi (Diesel),2010,340000,110000,Diesel,Manual
Tata Tiago 2019-2020 XZ Plus Diesel,2019,670000,2000,Diesel,Manual
Maruti Swift Dzire VDI,2014,530000,80000,Diesel,Manual
Maruti Alto K10 VXI AGS,2015,350000,38000,Petrol,Automatic
Maruti Celerio ZXI Optional,2014,415000,46000,Petrol,Manual
Maruti Ertiga 1.5 ZDI,2014,700000,102000,Diesel,Manual
BMW X1 sDrive20d M Sport,2012,925000,96000,Diesel,Automatic
Renault KWID 1.0 RXT AMT Opt,2017,375000,20000,Petrol,Automatic
Maruti Swift Dzire VXI,2015,575000,16000,Petrol,Manual
Hyundai i20 1.2 Sportz,2013,425000,23000,Petrol,Manual
Ford Figo 1.2P Ambiente MT,2011,245000,25000,Petrol,Manual
Hyundai Verna SX Opt,2015,540000,35000,Petrol,Manual
Mercedes-Benz New C-Class C 250 CDI Elegance,2011,1000000,90000,Diesel,Automatic
Hyundai i10 Sportz 1.2,2013,291000,37000,Petrol,Manual
Maruti Baleno Delta 1.2,2017,600000,34000,Petrol,Manual
Hyundai Verna SX,2012,355000,60000,Petrol,Manual
Hyundai i10 Magna,2010,225000,50000,Petrol,Manual
Chevrolet Enjoy 1.4 LTZ 7,2013,350000,37000,Petrol,Manual
Maruti Alto 800 LXI,2012,200000,38000,Petrol,Manual
Ford Figo Aspire Facelift,2017,600000,40000,Diesel,Manual
Hyundai Verna SX Opt,2012,434999,57000,Petrol,Manual
Hyundai i20 1.2 Sportz,2014,440000,62200,Petrol,Manual
Maruti Ritz VDi,2013,390000,77000,Diesel,Manual
Maruti 800 Std,1997,50000,110000,Petrol,Manual
Maruti Swift Dzire 1.2 Vxi BSIV,2012,450000,30000,Petrol,Manual
Maruti Alto LXi BSIII,2009,125000,60000,Petrol,Manual
Mahindra Scorpio S4 9 Seater,2014,999000,25000,Diesel,Manual
Tata Sumo EX TC,2005,225000,188000,Diesel,Manual
Maruti Alto STD,2010,85000,150000,Petrol,Manual
Hyundai EON Sportz,2012,150000,40000,Petrol,Manual
Renault Duster Adventure Edition,2014,500000,120000,Diesel,Manual
Hyundai i10 Sportz Option,2011,220000,70000,Petrol,Manual
Mahindra Scorpio S4 9 Seater,2014,999000,25000,Diesel,Manual
Hyundai Creta 1.4 CRDi Base,2017,957000,60000,Diesel,Manual
Toyota Innova 2.5 G4 Diesel 7-seater,2006,1050000,250000,Diesel,Manual
Datsun RediGO 1.0 S,2018,320000,35000,Petrol,Manual
Maruti Alto K10 VXI,2016,300000,15000,Petrol,Manual
Maruti Swift VDi BSIII W/ ABS,2010,270000,98000,Diesel,Manual
Hyundai Accent Executive,2011,170000,62000,Petrol,Manual
Chevrolet Cruze LTZ,2010,270000,90000,Diesel,Manual
Chevrolet Beat LS,2013,140000,110000,Petrol,Manual
Hyundai i10 Magna,2010,170000,90000,Petrol,Manual
Mahindra Marazzo M8,2019,1450000,10000,Diesel,Manual
Mahindra XUV300 W8 Option Diesel BSIV,2019,1200000,25000,Diesel,Manual
Hyundai Elite i20 Sportz Plus Diesel,2019,834000,13000,Diesel,Manual
Tata Tiago 1.05 Revotorq XT,2017,450000,80000,Diesel,Manual
Volkswagen Polo 1.5 TDI Comfortline,2014,575000,40000,Diesel,Manual
Maruti Swift Dzire ZDI Plus,2019,900000,20000,Diesel,Manual
Maruti 800 AC LPG,2008,149000,87540,LPG,Manual
Chevrolet Spark 1.0 PS LPG,2007,100000,84000,LPG,Manual
Skoda Fabia 1.2L Diesel Elegance,2011,325000,160000,Diesel,Manual
Volkswagen Vento Diesel Comfortline,2012,400000,100000,Diesel,Manual
Hyundai EON 1.0 Era Plus,2017,250000,35000,Petrol,Manual
Chevrolet Optra Magnum 1.6 LT Petrol,2010,225000,60000,Petrol,Manual
Ford Fiesta Classic 1.4 Duratorq LXI,2012,300000,70000,Diesel,Manual
Fiat Avventura Power Up 1.3 Emotion,2015,459999,60000,Diesel,Manual
Ford EcoSport 1.5 TDCi Titanium Plus BSIV,2016,825000,35000,Diesel,Manual
Tata Indica Vista Aqua 1.3 Quadrajet BSIV,2012,150000,231438,Diesel,Manual
Maruti Baleno Alpha 1.3,2016,710000,71000,Diesel,Manual
Maruti Swift 1.3 ZXI,2008,200000,90000,Petrol,Manual
Maruti Ritz VDi,2016,425000,70000,Diesel,Manual
Maruti 800 Std,2007,45000,80000,Petrol,Manual
Mahindra Bolero SLX 2WD BSIII,2011,380000,239451,Diesel,Manual
Mahindra Marshal DI,2000,150000,50000,Diesel,Manual
Maruti Ritz VDi,2009,240000,90000,Diesel,Manual
Hyundai Creta 1.6 CRDi SX,2016,1150000,154000,Diesel,Manual
Renault Duster 110PS Diesel RxZ Plus,2013,520000,109000,Diesel,Manual
Maruti Swift Dzire VDI,2016,675000,120000,Diesel,Manual
Tata Indica DLS,2006,170000,77000,Diesel,Manual
Maruti Wagon R LXI CNG,2012,297000,100000,CNG,Manual
Tata New Safari DICOR 2.2 LX 4x2,2009,250000,110000,Diesel,Manual
Hyundai Accent CRDi,2005,200000,200000,Diesel,Manual
Maruti Swift VDI BSIV,2008,225000,120000,Diesel,Manual
Maruti Wagon R Stingray VXI,2016,380000,39000,Petrol,Manual
Maruti 800 AC,2005,40000,96000,Petrol,Manual
Volkswagen Vento Konekt Diesel Highline,2014,575000,90000,Diesel,Manual
Maruti Swift Vdi BSIII,2010,300000,135000,Diesel,Manual
Tata Tiago 1.05 Revotorq XE,2018,450000,90000,Diesel,Manual
Maruti 800 Std MPFi,2003,45000,90000,Petrol,Manual
Toyota Innova 2.5 VX (Diesel) 7 Seater BS IV,2010,950000,426000,Diesel,Manual
Maruti Swift Dzire VDI,2017,745000,35000,Diesel,Manual
Hyundai Xcent 1.1 CRDi S,2016,509999,120000,Diesel,Manual
Hyundai i10 Magna,2009,142000,110000,Petrol,Manual
Maruti A-Star Vxi,2009,185000,50000,Petrol,Manual
Fiat Linea Emotion (Diesel),2012,300000,77000,Diesel,Manual
Honda City 2017-2020 GXi,2007,210000,120000,Petrol,Manual
Hyundai Verna Xi (Petrol),2008,260000,120000,Petrol,Manual
Maruti Swift Dzire LDI,2013,430000,190000,Diesel,Manual
Mahindra Scorpio SLE BSIII,2013,600000,110000,Diesel,Manual
Ford Figo Petrol EXI,2010,400000,30000,Petrol,Manual
Hyundai Verna 1.4 CRDi,2012,400000,182000,Diesel,Manual
Maruti Swift Dzire VDI,2017,669000,60000,Diesel,Manual
Hyundai Xcent 1.2 VTVT S,2019,509999,40000,Petrol,Manual
Hyundai i20 Asta Option 1.4 CRDi,2016,616000,112000,Diesel,Manual
Mahindra Scorpio SLE BSIII,2013,530000,80000,Diesel,Manual
Hyundai Verna CRDi SX,2010,190000,90000,Diesel,Manual
Honda City i DTEC VX,2015,700000,140000,Diesel,Manual
Tata Sumo MKII CX BS IV,2012,250000,188000,Diesel,Manual
Hyundai i10 Magna,2014,225000,60000,Petrol,Manual
Hyundai Grand i10 1.2 Kappa Magna BSIV,2017,470000,30000,Petrol,Manual
Maruti Vitara Brezza ZDi Plus,2019,900000,40000,Diesel,Manual
Chevrolet Beat Diesel LS,2013,170000,70000,Diesel,Manual
Tata Indigo CS LX (TDI) BS III,2013,140000,100000,Diesel,Manual
Chevrolet Spark 1.0 PS,2011,95000,44000,Petrol,Manual
Maruti Ritz LXi,2016,280000,110000,Petrol,Manual
Mahindra Scorpio 2009-2014 VLX 2WD 7S BSIV,2012,470000,215000,Diesel,Manual
Hyundai EON Era,2011,129000,80000,Petrol,Manual
Chevrolet Beat Diesel LT,2012,165000,70000,Diesel,Manual
Hyundai i20 Active 1.2 S,2016,600000,25000,Petrol,Manual
Maruti Wagon R VXI BSIII,2012,260000,31000,Petrol,Manual
Maruti Wagon R VXI,2005,70000,50000,Petrol,Manual
Hyundai i20 Asta 1.2,2015,515000,120000,Petrol,Manual
Ford Figo Diesel LXI,2012,225000,60000,Diesel,Manual
Maruti Swift Dzire LDi,2011,270000,60000,Diesel,Manual
Tata Safari DICOR 2.2 EX 4x2,2011,225000,110000,Diesel,Manual
Hyundai Verna 1.6 SX CRDi (O),2012,459999,70000,Diesel,Manual
Maruti Alto LX,2009,115999,110000,Petrol,Manual
Skoda Rapid 1.5 TDI Active,2013,475000,77300,Diesel,Manual
Mercedes-Benz E-Class E 220 CDI Avantgarde,2013,1925000,91500,Diesel,Automatic
Tata Indica V2 2001-2011 eLX,2011,165000,75000,Diesel,Manual
Maruti Swift VDI,2015,550000,45000,Diesel,Manual
Maruti Vitara Brezza ZDi,2017,861000,61260,Diesel,Manual
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2019,1050000,26000,Diesel,Manual
Skoda Kodiaq 2.0 TDI Style,2018,3251000,17601,Diesel,Automatic
Hyundai i20 1.4 Asta,2017,750000,43000,Diesel,Manual
Maruti Swift ZXI BSIV,2018,730000,4773,Petrol,Manual
Skoda Rapid 1.5 TDI AT Style Plus,2017,860000,31000,Diesel,Automatic
Honda BRV i-DTEC V MT,2017,940000,57900,Diesel,Manual
Mahindra Marazzo M2 BSIV,2019,1075000,8600,Diesel,Manual
Maruti SX4 S Cross 2015-2017 DDiS 200 Zeta,2016,775000,52000,Diesel,Manual
Maruti Swift ZXI,2013,411000,62000,Petrol,Manual
Toyota Innova 2.5 V Diesel 8-seater,2012,911000,155000,Diesel,Manual
Volkswagen Polo 1.5 TDI Highline,2016,540000,66000,Diesel,Manual
Skoda Rapid 1.5 TDI AT Ambition,2016,660000,78010,Diesel,Automatic
Maruti Ertiga SHVS VDI,2018,875000,83844,Diesel,Manual
Maruti Celerio VXI AT,2015,411000,23999,Petrol,Automatic
Maruti Baleno Delta Diesel,2016,635000,52000,Diesel,Manual
Maruti Swift VDI,2012,350000,145000,Diesel,Manual
Mahindra TUV 300 mHAWK100 T8 Dual Tone,2018,800000,70000,Diesel,Manual
Maruti Omni MPI STD BSIV,2015,180000,25000,Petrol,Manual
Jaguar XF 3.0 Litre S Premium Luxury,2014,2000000,51000,Diesel,Automatic
Honda Mobilio V i DTEC,2014,490000,120000,Diesel,Manual
Maruti Zen Estilo LXI BS IV,2010,180000,55000,Petrol,Manual
Nissan Micra XV CVT,2013,310000,91400,Petrol,Automatic
Hyundai Accent Executive CNG,2012,275000,48000,CNG,Manual
Chevrolet Enjoy TCDi LTZ 7 Seater,2014,450000,80000,Diesel,Manual
Mahindra KUV 100 mFALCON D75 K6,2017,500000,50000,Diesel,Manual
Hyundai Verna Transform SX VGT CRDi AT BS III,2010,245000,185000,Diesel,Automatic
Volkswagen Vento Diesel Highline,2011,275000,125000,Diesel,Manual
Honda City 2017-2020 GXi,2006,200000,178500,Petrol,Manual
Mahindra XUV500 W10 2WD,2017,1500000,66953,Diesel,Manual
Nissan Micra Diesel XV Premium,2012,229999,166000,Diesel,Manual
Volkswagen Vento Diesel Comfortline,2011,280000,131000,Diesel,Manual
Maruti Wagon R LXI Minor,2009,125000,50000,Petrol,Manual
Maruti Swift ZDI BSIV,2015,600000,25000,Diesel,Manual
Honda Jazz V,2018,600000,20000,Petrol,Manual
Honda Brio 1.2 VX MT,2016,411000,60000,Petrol,Manual
Maruti Eeco 5 Seater AC BSIV,2010,150000,170000,Petrol,Manual
Maruti Ciaz ZDi Plus,2015,630000,70000,Diesel,Manual
Audi A4 2.0 TDI 177 Bhp Premium Plus,2013,1200000,110000,Diesel,Automatic
Maruti Swift Dzire AMT VXI BS IV,2019,700000,45000,Petrol,Automatic
Mahindra Xylo E4 BS IV,2010,250000,60000,Diesel,Manual
Chevrolet Enjoy 1.3 TCDi LT 8,2016,535000,32000,Diesel,Manual
Mahindra TUV 300 T4,2016,600000,60000,Diesel,Manual
Hyundai Accent VIVA CRDi,2003,145000,120000,Diesel,Manual
Ford Figo Aspire 1.5 TDCi Trend,2015,400000,143000,Diesel,Manual
Maruti Swift Dzire VDI,2015,600000,100000,Diesel,Manual
Maruti Celerio X VXI,2018,459999,50000,Petrol,Manual
Hyundai i20 1.4 Asta Option,2018,800000,30000,Diesel,Manual
Maruti Eeco CNG 5 Seater AC BSIV,2017,370000,25000,CNG,Manual
Toyota Innova 2.5 GX 8 STR BSIV,2012,800000,102000,Diesel,Manual
Renault Pulse RxL Optional,2013,290000,90000,Diesel,Manual
Maruti Swift VDI,2018,671000,62000,Diesel,Manual
Tata Indigo eCS LX TDI BSIII,2012,140000,80000,Diesel,Manual
Maruti Alto Std,2011,141000,15000,Petrol,Manual
Maruti Alto LX,2009,125000,70000,Petrol,Manual
Tata Indica Vista TDI LS,2013,150000,90000,Diesel,Manual
Maruti Wagon R LX Minor,2007,125000,100000,Petrol,Manual
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2018,600000,25000,Petrol,Manual
Hyundai i20 1.4 Sportz,2017,700000,40000,Diesel,Manual
Hyundai i20 1.4 Asta Option,2017,700000,70000,Diesel,Manual
Maruti Swift Dzire VDI,2017,740000,40000,Diesel,Manual
Tata Indica Vista Aqua 1.4 TDI,2011,140000,200000,Diesel,Manual
Hyundai Verna CRDi 1.6 SX Option,2018,1150000,35000,Diesel,Manual
Skoda Octavia Classic 1.9 TDI MT,2007,300000,155000,Diesel,Manual
Toyota Etios G,2011,300000,110000,Petrol,Manual
Renault Scala Diesel RxE,2015,530000,110000,Diesel,Manual
Hyundai Grand i10 1.2 CRDi Sportz Option,2017,530000,80000,Diesel,Manual
Hyundai Santro Xing GLS,2011,210000,50000,Petrol,Manual
Maruti Alto LXi,2007,130000,90000,Petrol,Manual
Maruti Wagon R LXI DUO BSIII,2008,148000,80000,LPG,Manual
Volkswagen Passat Highline DSG S,2008,585000,120000,Diesel,Automatic
Hyundai i20 1.4 CRDi Magna,2011,270000,105000,Diesel,Manual
Hyundai i10 Magna 1.2 iTech SE,2013,375000,40000,Petrol,Manual
Mahindra XUV500 W6 2WD,2014,725000,141000,Diesel,Manual
Mahindra Bolero LX,2005,350000,15000,Diesel,Manual
Hyundai Verna CRDi ABS,2007,180000,150000,Diesel,Manual
Maruti Ritz VDi,2014,425000,80000,Diesel,Manual
Ford EcoSport 1.5 Diesel Titanium BSIV,2018,900000,25000,Diesel,Manual
Tata Sumo Gold CX BSIII,2017,570000,51000,Diesel,Manual
Tata Indica V2 eLS,2017,290000,40000,Diesel,Manual
Ford Figo Diesel ZXI,2011,229999,40000,Diesel,Manual
Ford Figo Diesel EXI,2012,300000,70000,Diesel,Manual
Maruti Ritz VDi,2010,220000,110000,Diesel,Manual
Chevrolet Cruze LTZ,2011,409999,80000,Diesel,Manual
Chevrolet Enjoy TCDi LT 7 Seater,2013,355000,136000,Diesel,Manual
Renault Duster RXL AWD,2013,695000,120000,Diesel,Manual
Maruti Swift Dzire Vdi BSIV,2010,320000,120000,Diesel,Manual
Mahindra TUV 300 T8,2017,710000,120000,Diesel,Manual
Tata Indica V2 DLS TC,2004,85000,120000,Diesel,Manual
Chevrolet Tavera Neo 3 LT 9 Seats BSIV,2010,409999,210000,Diesel,Manual
Volkswagen Polo 1.5 TDI Highline,2015,550000,90000,Diesel,Manual
Maruti Swift ZXI ABS,2007,215000,100750,Petrol,Manual
Hyundai Accent GLS 1.6 ABS,2006,110000,140000,Petrol,Manual
Honda City 2017-2020 EXi,2007,170000,110000,Petrol,Manual
Tata Nexon 1.2 Revotron XZ Plus,2018,850000,40000,Petrol,Manual
Hyundai i20 Asta 1.4 CRDi (Diesel),2010,350000,148000,Diesel,Manual
Hyundai Santro AT,2005,120000,190000,Petrol,Automatic
Tata Indica Vista Quadrajet LS,2015,250000,155000,Diesel,Manual
Ford Figo Aspire 1.5 TDCi Titanium,2015,433000,70000,Diesel,Manual
Toyota Fortuner 3.0 Diesel,2010,1200000,100000,Diesel,Manual
Hyundai EON D Lite Plus,2015,300000,45000,Petrol,Manual
Maruti Zen LX BSII,1998,70000,40000,Petrol,Manual
Mahindra Bolero 2011-2019 EX AC,2017,760000,90000,Diesel,Manual
